PSTC_ID,PSTC,CITY
1102,20062,Aludeniya
1103,20068,Dedunupitiya
1104,20072,Nugawela
1105,20080,Werellagama
1106,20084,Pallekotuwa
1107,20086,Kumburegama
1108,20092,Harankahawa
1109,20094,Udahingulwala
1110,20095,Gallellagama
1111,20100,Galagedara
1112,20106,Poholiyadda
1113,20108,Wettawa
1114,20109,Minigamuwa
1115,20112,Pujapitiya
1116,20118,Pattiya Watta
1117,20120,Medawala Harispattuwa
1118,20126,Dolapihilla
1119,20128,Rambukwella
1120,20132,Batugoda
1121,20134,Watagoda Harispattuwa
1122,20136,Ambatenna
1123,20140,Alawatugoda
1124,20142,Wilanagama
1125,20150,Ankumbura
1126,20152,Galhinna
1127,20154,Batagolladeniya
1128,20160,Ampitiya
1129,20164,Uduwela
1130,20166,Tennekumbura
1131,20168,Kundasale
1132,20170,Menikhinna
1133,20172,Lunuketiya Maditta
1134,20176,Naranpanawa
1135,20180,Rajawella
1136,20184,Gomagoda
1137,20186,Kengalla
1138,20189,Gurudeniya
1139,20194,Nattarampotha
1140,20196,Pilawala
1141,20198,Ketawala Leula
1142,20200,Talatuoya
1143,20202,Etulgama
1144,20204,Nugaliyadda
1145,20206,Kapuliyadde
1146,20210,Marassana
1147,20212,Kolabissa
1148,20214,Godamunna
1149,20216,Mahamedagama
1150,20218,Bawlana
1151,20232,Murutalawa
1152,20234,Yahalatenna
1153,20250,Polgolla
1154,20260,Madawala Bazaar
1155,20270,Gunnepana
1156,20300,Kadugannawa
1157,20306,Ketakumbura
1158,20308,Balana
1159,20400,Peradeniya
1160,20404,Uda Peradeniya
1161,20409,Megoda Kalugamuwa
1162,20414,Hindagala
1163,20418,Nillambe
1164,20420,Galaha
1165,20430,Deltota
1166,20438,Handawalapitiya
1167,20440,Hewaheta
1168,20442,Kiribathkumbura
1169,20450,Pilimatalawa
1170,20454,Wattappola
1171,20465,Danture
1172,20470,Menikdiwela
1173,20480,Handessa
1174,20482,Leemagahakotuwa
1175,20500,Gampola
1176,20506,Udahentenna
1177,20510,Dolosbage
1178,20511,Pattitalawa
1179,20512,Meetalawa
1180,20524,Hondiyadeniya
1181,20526,Muruthagahamulla
1182,20532,Doluwa
1183,20544,Panwilatenna
1184,20546,Pupuressa
1185,20562,Ulapane
1186,20564,Mawatura
1187,20574,Atabage
1188,20578,Paradeka
1189,20580,Pussellawa
1190,20610,Weligalla
1191,20620,Gelioya
1192,20640,Velamboda
1193,20644,Bambaragahaela
1194,20650,Nawalapitiya
1195,20654,Pasbage
1196,20656,Gonawalapatana
1197,20658,Dekinda
1198,20662,Mapakanda
1199,20664,Galaboda
1200,20666,Weligampola
1201,20676,Rambukpitiya
1202,20702,Mailapitiya
1203,20708,Unuwinna
1204,20710,Hanguranketha
1205,20712,Gonagantenna
1206,20714,Marymount Colony
1207,20722,Udawatta
1208,20724,lllagolla
1209,20730,Rikillagaskada
1210,20732,Ekiriya
1211,20734,Pallebowala
1212,20738,Karandagolla
1213,20742,Elamulla
1214,20744,Mandaram Nuwara
1215,20748,Maturata
1216,20800,Katugastota
1217,20802,Udatalawinna
1218,20810,Wattegama
1219,20816,Doragamuwa
1220,20818,Rathukohodigala
1221,20822,Jambugahapitiya
1222,20824,Dunuwila
1223,20828,Makkanigama
1224,20830,Panvila
1225,20838,Tawalantenna
1226,20840,Madulkele
1227,20850,Akurana
1228,20900,Teldeniya
1229,20902,Kumbukkandura
1230,20904,Senarathwela
1231,20906,Putuhapuwa
1232,20908,Werapitya
1233,20914,Wendaruwa
1234,20916,Udispattuwa
1235,20921,Makuldeniya
1236,20922,Rangala
1237,20923,Mimure
1238,20924,Kahataliyadda
1239,20926,Kalugala
1240,20928,Kobonila
1241,20932,Bopana
1242,20934,Uduwahinna
1243,20938,Madugalla
1244,20940,Medamahanuwara
1245,20945,Mahadoraliyadda
1246,20948,Hunnasgiriya
1247,20950,Ududumbara
1248,20960,Hasalaka
1249,20965,Ulpothagama
1250,20966,Batumulla
1251,20967,Barawardhana Oya
1252,20971,Kolongoda
1253,20982,Weragantota
1254,20983,Minipe
1255,20984,Handaganawa
1256,20986,Ambagahapelessa
1257,20990,Rantembe
1258,41000,Mannar
1259,81000,Matara
1260,81017,Naimana
1261,81020,Kekanadurra
1262,81030,Ratmale
1263,81032,Aparekka
1264,81034,Yatiyana
1265,81038,Diyagaha
1266,81050,Palatuwa
1267,81051,Sultanagoda
1268,81060,Telijjawila
1269,81064,Ransegoda
1270,81070,Makandura
1271,81071,Mulatiyana Junction
1272,81072,Gomilamawarala
1273,81074,Rotumba
1274,81082,Karagoda Uyangoda
1275,81092,Nadugala
1276,81100,Kamburupitiya
1277,81106,Karaputugala
1278,81108,Horapawita
1279,81160,Devinuwara (Dondra)
1280,81170,Gandara
1281,81180,Kottegoda
1282,81200,Dikwella
1283,81220,Walasgala
1284,81230,Urugamuwa
1285,81280,Thihagoda
1286,81290,Puhulwella
1287,81294,Walakanda
1288,81300,Hakmana
1289,81302,Narawelpita
1290,81312,Miella
1291,81314,Denagama
1292,81316,Radawela
1293,81318,Karatota
1294,81320,Deiyandara
1295,81322,Parapamulla
1296,81326,Handugala
1297,81400,Akuressa
1298,81402,Athuraliya
1299,81404,Wilpita
1300,81408,Godapitiya
1301,81412,Bopagoda
1302,81414,Urumutta
1303,81416,Maramba
1304,81422,Diyalape
1305,81424,Maliduwa
1306,81450,Pitabeddara
1307,81452,Deegala Lenama
1308,81454,Derangala
1309,81456,Kiriwelkele
1310,81462,Siyambalagoda
1311,81470,Morawaka
1312,81472,Pahala Millawa
1313,81474,Paragala
1314,81475,Alapaladeniya
1315,81477,Dellawa
1316,81478,Kalubowitiyana
1317,81479,Waralla
1318,81480,Kotapola
1319,81500,Deniyaya
1320,81508,Viharahena
1321,81514,Kiriweldola
1322,81522,Kolawenigama
1323,81524,Mediripitiya
1324,81526,Lankagama
1325,81532,Moragala Kirillapone
1326,81538,Pothdeniya
1327,81541,Beralapanathara
1328,81600,Urubokka
1329,81612,Dampahala
1330,81614,Bengamuwa
1331,81615,Pasgoda
1332,81700,Weligama
1333,81722,Penetiyana
1334,81730,Denipitiya
1335,81740,Mirissa
1336,81750,Kamburugamuwa
1337,70250,Sewanagala
1338,70252,Kiriibbanwewa
1339,70254,Ekamutugama
1340,70256,Mahagama Colony
1341,91000,Monaragala
1342,91002,Pangura
1343,91003,Nakkala
1344,91004,Hulandawa
1345,91005,Wedikumbura
1346,91006,Marawa
1347,91007,Obbegoda
1348,91008,Galabedda
1349,91010,Dombagahawela
1350,91020,Ethimalewewa
1351,91022,Wilaoya
1352,91024,Kotiyagala
1353,91030,Siyambalanduwa
1354,91032,Kandaudapanguwa
1355,91038,Buddama
1356,91040,Inginiyagala
1357,91042,Nelliyadda
1358,91050,Dambagalla
1359,91052,Mariarawa
1360,91054,Uva Gangodagama
1361,91056,Ruwalwela
1362,91058,Baduluwela
1363,91060,Okkampitiya
1364,91070,Badalkumbura
1365,91098,Kumbukkana
1366,91100,Buttala
1367,91108,Moretuwegama
1368,91112,Uva Pelwatta
1369,91198,Warunagama
1370,91200,Wellawaya
1371,91202,Siyambalagune
1372,91204,Randeniya
1373,91206,Weherayaya Handapanagala
1374,91250,Ettiliwewa
1375,91295,Balaharuwa
1376,91298,Uva Kudaoya
1377,91300,Tanamalwila
1378,91302,Angunakolawewa
1379,91306,Suriara
1380,91308,Hambegamuwa
1381,91312,Kotawehera Mankada
1382,91400,Kataragama
1383,91405,Sella Kataragama
1384,91500,Bibile
1385,91502,Ekiriyankumbura
1386,91505,Pitakumbura
1387,91508,Nilgala
1388,91512,Kotagama
1389,91514,Diyakobala
1390,91516,Ayiwela
1391,91519,Nannapurawa
1392,91550,Medagana
1393,91552,Kandawinna
1394,91554,Bakinigahawela
1395,42000,Mullativu
1396,21000,Matale
1397,21004,Alwatta
1398,21006,Udatenna
1399,21008,Leliambe
1400,21009,Wehigala
1401,21012,Elkaduwa
1402,21014,Karagahinna
1403,21016,Katudeniya
1404,21020,Ovilikanda
1405,21032,Dankanda
1406,21042,Kiwula
1407,21044,Muwandeniya
1408,21046,Dunkolawatta
1409,21048,Walawela
1410,21051,Udasgiriya
1411,21054,Dullewa
1412,21055,Melipitiya
1413,21056,Yatawatta
1414,21058,Selagama
1415,21062,Metihakka
1416,21064,Imbulgolla
1417,21066,Kaikawala
1418,21068,Gammaduwa
1419,21070,Palapathwela
1420,21072,Kavudupelella
1421,21074,Madawala Ulpotha
1422,21076,Opalgala
1423,21082,Nalanda
1424,21090,Naula
1425,21094,Lenadora
1426,21100,Dambulla
1427,21106,Kandalama
1428,21108,Erawula Junction
1429,21112,Kalundawa
1430,21114,Wewalawewa
1431,21116,Talakiriyagama
1432,21120,Sigiriya
1433,21122,Kibissa
1434,21124,Inamaluwa
1435,21140,Mahawela
1436,21142,Akuramboda
1437,21144,Mananwatta
1438,21152,Pallepola
1439,21154,Millawana
1440,21156,Madipola
1441,21160,Wahacotte
1442,21200,Galewela
1443,21206,Dewahuwa
1444,21212,Bambaragaswewa
1445,21214,Beligamuwa
1446,21300,Ukuwela
1447,21400,Rattota
1448,21402,Etanawala
1449,21404,Gangala Puwakpitiya
1450,21406,lllukkumbura
1451,21408,Welangahawatte
1452,21500,Kongahawela
1453,21502,Pubbiliya
1454,21504,Ambana
1455,21506,Talagoda Junction
1456,21512,Ataragallewa
1457,21514,Hattota Amuna
1458,21520,Laggala Pallegama
1459,21524,Ranamuregama
1460,21530,Wilgamuwa
1461,21532,Perakanatta
1462,21534,Nugagolla
1463,21536,Handungamuwa
1464,21538,Dunuwilapitiya
1465,21552,Devagiriya
1466,21554,Maraka
1467,20560,Kotmale
1468,20566,Maswela
1469,20567,Doragala
1470,20568,Nayapana Janapadaya
1471,20588,Katukitula
1472,20590,Ramboda
1473,20592,Labukele
1474,20660,Ketaboola
1475,20668,Hapugastalawa
1476,20669,Harangalagama
1477,20670,Nawathispane
1478,20678,Ambagamuwa Udabulathgama
1479,20680,Ginigathena
1480,20682,Pitawala
1481,20684,Dagampitiya
1482,20686,Ambatalawa
1483,20688,Kelanigama
1484,20750,Padiyapelella
1485,20752,Munwatta
1486,22000,Hatton
1487,22002,Dunukedeniya
1488,22008,Rozella
1489,22010,Watawala
1490,22012,Patana
1491,22018,Wijebahukanda
1492,22021,Maldeniya
1493,22024,Hedunuwewa
1494,22032,Widulipura
1495,22034,Laxapana
1496,22036,Morahenagama
1497,22040,Kottellena
1498,22044,Hangarapitiya
1499,22046,Hitigegama
1500,22050,Dikoya
1501,22058,Norwood
1502,22060,Bogawantalawa
1503,22070,Maskeliya
1504,22075,Nissanka Uyana
1505,22080,Kotagala
1506,22090,Lindula
1507,22094,Agarapathana
1508,22095,Bopattalawa
1509,22096,Dayagama Bazaar
1510,22100,Talawakele
1511,22110,Watagoda
1512,22120,Pundaluoya
1513,22150,Nanuoya
1514,22200,Nuwara Eliya
1515,22202,Santhipura
1516,22208,Haggala
1517,22212,Ruwaneliya
1518,22214,Mipilimana
1519,22216,Ambewela
1520,22220,Kandapola
1521,22226,Gonakele
1522,22240,Halgranoya
1523,22245,Rupaha
1524,22246,Kumbukwela
1525,22250,Udapussallawa
1526,22252,Kurupanawela
1527,22254,Mipanawa
1528,22256,Madulla
1529,22262,Harasbedda
1530,22270,Walapane
1531,22272,Kumbalgamuwa
1532,22274,Keerthi Bandarapura
1533,22280,Nildandahinna
1534,22282,Kalaganwatta
1535,22285,Udamadura
1536,22287,Teripeha
1537,51000,Polonnaruwa
1538,51002,Kalingaela
1539,51004,Onegama
1540,51006,Lakshauyana
1541,51008,Unagalavehera
1542,51014,Alutwewa
1543,51016,Parakramasamudraya
1544,51024,Jayanthipura
1545,51026,Giritale
1546,51031,Dimbulagala
1547,51032,Kashyapapura
1548,51033,Pelatiyawa
1549,51034,Ellewewa
1550,51037,Kalukele Badanagala
1551,51039,Nuwaragala
1552,51042,Wijayabapura
1553,51044,Talpotha
1554,51046,Palugasdamana
1555,51049,Tambala
1556,51050,Pulastigama
1557,51052,Sungavila
1558,51062,Sevanapitiya
1559,51064,Mutugala
1560,51066,Nawasenapura
1561,51070,Welikanda
1562,51072,Aselapura
1563,51076,Mahawela Sinhapura
1564,51089,Tamankaduwa
1565,51090,Mampitiya
1566,51092,Dalukana
1567,51094,Dewagala
1568,51096,Nelumwewa
1569,51098,Hansayapalama
1570,51100,Aralaganwila
1571,51102,Pimburattewa
1572,51104,Divuldamana
1573,51106,Damminna
1574,51108,Maduruoya
1575,51225,Diyabeduma
1576,51235,Attanakadawala
1577,51244,Kottapitiya
1578,51246,Jayasiripura
1579,51250,Bakamuna
1580,51256,Orubendi Siyambalawa
1581,51258,Elahera
1582,51375,Galoya Junction
1583,51378,Sinhagama
1584,51400,Hingurakgoda
1585,51408,Hingurakdamana
1586,51410,Minneriya
1587,51412,Kumaragama
1588,51414,Kawudulla
1589,51416,Galamuna
1590,51422,Yodaela
1591,51424,Yudaganawa
1592,51428,Divulankadawala
1593,51500,Medirigiriya
1594,51504,Diyasenpura
1595,51506,Mahatalakolawewa
1596,51508,Meegaswewa
1597,51514,Kawuduluwewa Stagell
1598,51518,Maha Ambagaswewa
1599,61000,Chilaw
1600,61004,Udappuwa
1601,61006,Wijeyakatupotha
1602,61008,Wilpotha
1603,61012,Adippala
1604,61014,Mugunuwatawana
1605,61018,Ilippadeniya
1606,61022,Karawitagara
1607,61024,Ambakandawila
1608,61032,Kumarakattuwa
1609,61040,Pallama
1610,61042,Serukele
1611,61110,Waikkal
1612,61120,Nainamadama
1613,61130,Dankotuwa
1614,61136,Bujjampola
1615,61138,Lihiriyagama
1616,61144,Yogiyana
1617,61150,Lunuwila
1618,61154,Ihala Kottaramulla
1619,61158,Koswatta
1620,61162,Pothuwatawana
1621,61170,Wennappuwa
1622,61180,Katuneriya
1623,61190,Nattandiya
1624,61192,Dunkannawa
1625,61195,Muttibendiwila
1626,61198,Watugahamulla
1627,61210,Marawila
1628,61220,Mahawewa
1629,61224,Toduwawa
1630,61226,Kudawewa
1631,61230,Madampe
1632,61233,Galmuruwa
1633,61234,Panirendawa
1634,61236,Kakkapalliya
1635,61238,Bangadeniya
1636,61242,Rajakadaluwa
1637,61244,Nalladarankattuwa
1638,61246,Battuluoya
1639,61250,Mundel
1640,61252,Kottantivu
1641,61262,Baranankattuwa
1642,61264,Angunawila
1643,61266,Mangalaeliya
1644,61270,Madurankuliya
1645,61272,Mahakumbukkadawala
1646,61274,Mukkutoduwawa
1647,61280,Palaviya
1648,61300,Puttalam
1649,61302,Ismailpuram
1650,61306,Vanathawilluwa
1651,61307,Karativponparappi
1652,61308,Eluwankulama
1653,61312,Sirambiadiya
1654,61314,Karuwalagaswewa
1655,61316,Ihala Puliyankulama
1656,61322,Tabbowa
1657,61324,Saliyawewa Junction
1658,61326,Puttalam Cement Factory
1659,61328,Attawilluwa
1660,61341,Mampuri
1661,61342,Norachcholai
1662,61343,Ettale
1663,61344,Talawila Church
1664,61354,Palliwasalturai
1665,61356,Kurinjanpitiya
1666,61358,Kandakuliya
1667,61360,Kalpitiya
1668,61362,Kirimundalama
1669,61500,Anamaduwa
1670,61502,Uridyawa
1671,61504,Siyambalagashene
1672,61506,Mudalakkuliya
1673,61508,Andigama
1674,61512,Mahauswewa
1675,61514,Inginimitiya
1676,61516,Kuruketiyawa
1677,61520,Nawagattegama
1678,61532,Kottukachchiya
1679,61534,Kalladiya
1680,70000,Ratnapura
1681,70001,Malwala Junction
1682,70002,Gillimale
1683,70004,Sri Palabaddala
1684,70005,Kudawa
1685,70012,Hidellana
1686,70016,Kahangama
1687,70017,Dodampe
1688,70018,Karangoda
1689,70019,Dambuluwana
1690,70021,Medagalatur
1691,70024,Ayagama
1692,70026,Gawaragiriya
1693,70032,Elapatha
1694,70034,Udaniriella
1695,70036,Ratna Hangamuwa
1696,70038,Niralagama
1697,70041,Marapana
1698,70042,Dela
1699,70044,Udakarawita
1700,70045,Pebotuwa
1701,70046,Delwala
1702,70056,Lellopitiya
1703,70062,Gallella
1704,70066,Wewelwatta
1705,70070,Pelmadulla
1706,70080,Opanayaka
1707,70082,Akarella
1708,70100,Balangoda
1709,70101,Talakolahinna
1710,70104,Weligepola
1711,70105,Hatangala
1712,70106,Handagiriya
1713,70108,Hatarabage
1714,70112,Mahawalatenna
1715,70114,Wikiliya
1716,70116,Rajawaka
1717,70117,Mulgama
1718,70118,Tanjantenna
1719,70122,Kaltota
1720,70124,Welipathayaya
1721,70127,Meddekanda
1722,70129,Morahela
1723,70130,Pinnawala
1724,70131,Bolthumbe
1725,70133,Pambagolla
1726,70134,lmbulpe
1727,70135,Rassagala
1728,70136,Gurubewilagama
1729,70138,Waleboda
1730,70140,Belihuloya
1731,70142,Samanalawewa
1732,70144,Ihalagama
1733,70145,Halpe
1734,70150,Kahawatta
1735,70152,Panapitiya
1736,70154,Udaha Hawupe
1737,70156,Gabbela
1738,70158,Madalagama
1739,70160,Godakawela
1740,70162,Ranwala
1741,70164,Hapugastenna
1742,70165,NawinnaPinnakanda
1743,70170,Pallebedda
1744,70171,Halwinna
1745,70180,Kolambageara
1746,70190,Udawalawe
1747,70195,Gangeyaya
1748,70200,Embilipitiya
1749,70205,Tunkama
1750,70212,Mulendiyawala
1751,70215,Omalpe
1752,70218,Panamura
1753,70230,Padalangala
1754,70294,Atakalanpanna
1755,70296,Hiramadagama
1756,70298,Makandura Sabara
1757,70300,Rakwana
1758,70332,Demuwatha
1759,70338,Pothupitiya
1760,70342,Ittakanda
1761,70344,Bomluwageaina
1762,70345,Ullinduwawa
1763,70346,Bulutota
1764,70348,Vijeriya
1765,70350,Kolonna
1766,70352,Kella Junction
1767,70400,Nivitigala
1768,70403,Kolombugama
1769,70404,Doloswalakanda
1770,70408,Watapotha
1771,70450,Kalawana
1772,70455,Daugala
1773,70456,Waturawa
1774,70459,Veddagala
1775,70461,Panapola
1776,70469,Nawalakanda
1777,70472,Pimbura
1778,70480,Kiriella
1779,70482,Matuwagalagama
1780,70488,Karandana
1781,70492,Ellagawa
1782,70494,Minipura Dumbara
1783,70495,Dumbara Manana
1784,70500,Kuruwita
1785,70502,Sudagala
1786,70504,Batatota
1787,70506,Eratna
1788,70512,Teppanawa
1789,70550,Parakaduwa
1790,70552,Ellaulla
1791,70556,Godagampola
1792,70600,Eheliyagoda
1793,70602,Erepola
1794,70604,Mitipola
1795,70606,Ellawala
1796,70612,Panawala
1797,70620,Getahetta
1798,31000,Trincomalee
1799,31006,Sampaltivu
1800,31010,Nilaveli
1801,31012,Kumburupiddy
1802,31014,Kuchchaveli
1803,31016,Tiriyayi
1804,31026,Gomarankadawala
1805,31028,Buckmigama
1806,31032,Kanniya
1807,31034,Pankulam
1808,31036,Mahadivulwewa
1809,31038,Rottawewa
1810,31046,Tampalakamam
1811,31050,Chinabay
1812,31053,Vellamanal
1813,31100,Kinniya
1814,31106,Maharugiramam
1815,31112,Kurinchakemy
1816,31200,Mutur
1817,31212,Kaddaiparichchan
1818,31216,Sampur
1819,31220,Kiliveddy
1820,31222,Somapura
1821,31224,Mallikativu
1822,31226,Dehiwatte
1823,31228,Neelapola
1824,31232,Serunuwara
1825,31234,Lankapatuna
1826,31236,Echchilampattai
1827,31238,Mawadichenai
1828,31250,Toppur
1829,31260,Seruwila
1830,31300,Kantalai
1831,31304,Agbopura
1832,31306,Kantalai Sugar Factory
1833,31308,Wanela
1834,31312,Mullipothana
1835,31314,Sirajnagar
1836,31318,Galmetiyawa
1837,43000,Vavuniya
